
Output from Plumeria 2, fortran version, run date 2022.02.09  16:43

Input values:
      Using multilayered atmosphere from file metfile.txt                                                                     
                           Vent diameter (m):  2100.0
                          Vent elevation (m):   144.0
                      Initial velocity (m/s):   283.7
                       Magma temperature (C):    900.
                         Weight fraction gas:   0.030
                         Weight fraction air:   0.001
               Magma specific heat, (J/kg K):  1000.0
                      Magma density, (kg/m3):  2500.0
                     Mixture density (kg/m3):   5.948
                   Mass fraction water added:   0.000
                           Mass flux, (kg/s):  0.584E+10
                 Mass flux of solids, (kg/s):  0.567E+10
                   Mixture sound speed (m/s):   144.0
**********************************************************************************************************************************************************************************************
   i        s        z        x        y       m_m       m_a       m_w       m_l       m_i      v       u          r   T_mix   T_air   rho_mix   rho_air    Time     p_air     water       ice
       meters   meters   meters   meters                                                      m/s     m/s          m  Kelvin  Kelvin     kg/m3     kg/m3 seconds        Pa      g/m3      g/m3
1704  12667.1  12665.6   -153.6     78.3 0.508E+00 0.474E+00 0.178E-01 0.000E+00 0.000E+00   13.80   213.16    9094.2   648.8   218.7     0.201     0.300    71.6   18847.1 0.000E+00 0.000E+00
1705  12674.7  12673.3   -153.7     78.4 0.508E+00 0.474E+00 0.178E-01 0.000E+00 0.000E+00   13.80   213.27    9098.5   648.5   218.7     0.201     0.300    71.7   18824.6 0.000E+00 0.000E+00
1706  12682.4  12680.9   -153.8     78.4 0.508E+00 0.475E+00 0.178E-01 0.000E+00 0.000E+00   13.80   213.38    9102.8   648.3   218.6     0.201     0.300    71.7   18802.1 0.000E+00 0.000E+00
1707  12690.0  12688.6   -154.0     78.4 0.507E+00 0.475E+00 0.178E-01 0.000E+00 0.000E+00   13.81   213.48    9107.1   648.1   218.5     0.201     0.299    71.8   18779.7 0.000E+00 0.000E+00
1708  12697.6  12696.2   -154.1     78.5 0.507E+00 0.475E+00 0.178E-01 0.000E+00 0.000E+00   13.81   213.59    9111.4   647.8   218.5     0.200     0.299    71.8   18757.2 0.000E+00 0.000E+00
1709  12705.3  12703.8   -154.3     78.5 0.507E+00 0.475E+00 0.177E-01 0.000E+00 0.000E+00   13.81   213.70    9115.7   647.6   218.4     0.200     0.299    71.8   18734.8 0.000E+00 0.000E+00
1710  12712.9  12711.5   -154.4     78.5 0.507E+00 0.475E+00 0.177E-01 0.000E+00 0.000E+00   13.81   213.81    9120.0   647.4   218.3     0.200     0.299    71.9   18712.4 0.000E+00 0.000E+00
1711  12720.6  12719.1   -154.6     78.6 0.507E+00 0.475E+00 0.177E-01 0.000E+00 0.000E+00   13.81   213.91    9124.4   647.2   218.3     0.200     0.298    71.9   18690.1 0.000E+00 0.000E+00
1712  12728.2  12726.8   -154.7     78.6 0.507E+00 0.476E+00 0.177E-01 0.000E+00 0.000E+00   13.81   214.02    9128.7   646.9   218.2     0.199     0.298    71.9   18667.7 0.000E+00 0.000E+00
1713  12735.9  12734.4   -154.8     78.6 0.507E+00 0.476E+00 0.177E-01 0.000E+00 0.000E+00   13.81   214.13    9133.0   646.7   218.2     0.199     0.298    72.0   18645.4 0.000E+00 0.000E+00
1714  12743.5  12742.0   -155.0     78.7 0.506E+00 0.476E+00 0.177E-01 0.000E+00 0.000E+00   13.81   214.24    9137.3   646.5   218.1     0.199     0.298    72.0   18623.1 0.000E+00 0.000E+00
1715  12751.1  12749.7   -155.1     78.7 0.506E+00 0.476E+00 0.177E-01 0.000E+00 0.000E+00   13.81   214.35    9141.6   646.2   218.0     0.199     0.297    72.0   18600.8 0.000E+00 0.000E+00
1716  12758.8  12757.3   -155.3     78.7 0.506E+00 0.476E+00 0.177E-01 0.000E+00 0.000E+00   13.81   214.45    9146.0   646.0   218.0     0.199     0.297    72.1   18578.5 0.000E+00 0.000E+00
1717  12766.4  12765.0   -155.4     78.8 0.506E+00 0.476E+00 0.177E-01 0.000E+00 0.000E+00   13.81   214.56    9150.3   645.8   217.9     0.198     0.297    72.1   18556.3 0.000E+00 0.000E+00
1718  12774.1  12772.6   -155.5     78.8 0.506E+00 0.477E+00 0.177E-01 0.000E+00 0.000E+00   13.81   214.67    9154.6   645.6   217.8     0.198     0.296    72.1   18534.0 0.000E+00 0.000E+00
1719  12781.7  12780.2   -155.7     78.8 0.506E+00 0.477E+00 0.177E-01 0.000E+00 0.000E+00   13.81   214.78    9159.0   645.3   217.8     0.198     0.296    72.2   18511.8 0.000E+00 0.000E+00
1720  12789.3  12787.9   -155.8     78.9 0.505E+00 0.477E+00 0.177E-01 0.000E+00 0.000E+00   13.81   214.88    9163.3   645.1   217.7     0.198     0.296    72.2   18489.6 0.000E+00 0.000E+00
1721  12797.0  12795.5   -156.0     78.9 0.505E+00 0.477E+00 0.177E-01 0.000E+00 0.000E+00   13.81   214.99    9167.6   644.9   217.6     0.197     0.296    72.3   18467.4 0.000E+00 0.000E+00
1722  12804.6  12803.2   -156.1     78.9 0.505E+00 0.477E+00 0.177E-01 0.000E+00 0.000E+00   13.81   215.10    9172.0   644.6   217.6     0.197     0.295    72.3   18445.3 0.000E+00 0.000E+00
1723  12812.3  12810.8   -156.3     79.0 0.505E+00 0.477E+00 0.177E-01 0.000E+00 0.000E+00   13.81   215.21    9176.3   644.4   217.5     0.197     0.295    72.3   18423.2 0.000E+00 0.000E+00
1724  12819.9  12818.4   -156.4     79.0 0.505E+00 0.477E+00 0.177E-01 0.000E+00 0.000E+00   13.81   215.32    9180.7   644.2   217.4     0.197     0.295    72.4   18401.1 0.000E+00 0.000E+00
1725  12827.6  12826.1   -156.5     79.0 0.505E+00 0.478E+00 0.177E-01 0.000E+00 0.000E+00   13.81   215.43    9185.0   644.0   217.4     0.197     0.295    72.4   18379.0 0.000E+00 0.000E+00
1726  12835.2  12833.7   -156.7     79.1 0.505E+00 0.478E+00 0.177E-01 0.000E+00 0.000E+00   13.81   215.53    9189.4   643.7   217.3     0.196     0.294    72.4   18356.9 0.000E+00 0.000E+00
1727  12842.8  12841.4   -156.8     79.1 0.504E+00 0.478E+00 0.177E-01 0.000E+00 0.000E+00   13.81   215.64    9193.7   643.5   217.3     0.196     0.294    72.5   18334.8 0.000E+00 0.000E+00
1728  12850.5  12849.0   -157.0     79.1 0.504E+00 0.478E+00 0.176E-01 0.000E+00 0.000E+00   13.81   215.75    9198.1   643.3   217.2     0.196     0.294    72.5   18312.8 0.000E+00 0.000E+00
1729  12858.1  12856.6   -157.1     79.2 0.504E+00 0.478E+00 0.176E-01 0.000E+00 0.000E+00   13.81   215.86    9202.5   643.1   217.1     0.196     0.294    72.5   18290.8 0.000E+00 0.000E+00
1730  12865.8  12864.3   -157.3     79.2 0.504E+00 0.478E+00 0.176E-01 0.000E+00 0.000E+00   13.81   215.97    9206.8   642.8   217.1     0.195     0.293    72.6   18268.8 0.000E+00 0.000E+00
1731  12873.4  12871.9   -157.4     79.2 0.504E+00 0.479E+00 0.176E-01 0.000E+00 0.000E+00   13.81   216.08    9211.2   642.6   217.0     0.195     0.293    72.6   18246.8 0.000E+00 0.000E+00
1732  12881.0  12879.6   -157.5     79.3 0.504E+00 0.479E+00 0.176E-01 0.000E+00 0.000E+00   13.82   216.18    9215.5   642.4   216.9     0.195     0.293    72.6   18224.9 0.000E+00 0.000E+00
1733  12888.7  12887.2   -157.7     79.3 0.503E+00 0.479E+00 0.176E-01 0.000E+00 0.000E+00   13.82   216.29    9219.9   642.1   216.9     0.195     0.292    72.7   18203.0 0.000E+00 0.000E+00
1734  12896.3  12894.8   -157.8     79.3 0.503E+00 0.479E+00 0.176E-01 0.000E+00 0.000E+00   13.82   216.40    9224.3   641.9   216.8     0.195     0.292    72.7   18181.0 0.000E+00 0.000E+00
1735  12904.0  12902.5   -158.0     79.4 0.503E+00 0.479E+00 0.176E-01 0.000E+00 0.000E+00   13.82   216.51    9228.7   641.7   216.7     0.194     0.292    72.8   18159.2 0.000E+00 0.000E+00
1736  12911.6  12910.1   -158.1     79.4 0.503E+00 0.479E+00 0.176E-01 0.000E+00 0.000E+00   13.82   216.62    9233.0   641.5   216.7     0.194     0.292    72.8   18137.3 0.000E+00 0.000E+00
1737  12919.3  12917.8   -158.3     79.4 0.503E+00 0.480E+00 0.176E-01 0.000E+00 0.000E+00   13.82   216.73    9237.4   641.2   216.6     0.194     0.291    72.8   18115.4 0.000E+00 0.000E+00
1738  12926.9  12925.4   -158.4     79.4 0.503E+00 0.480E+00 0.176E-01 0.000E+00 0.000E+00   13.82   216.83    9241.8   641.0   216.5     0.194     0.291    72.9   18093.6 0.000E+00 0.000E+00
1739  12934.5  12933.0   -158.5     79.5 0.503E+00 0.480E+00 0.176E-01 0.000E+00 0.000E+00   13.82   216.94    9246.2   640.8   216.5     0.193     0.291    72.9   18071.8 0.000E+00 0.000E+00
1740  12942.2  12940.7   -158.7     79.5 0.502E+00 0.480E+00 0.176E-01 0.000E+00 0.000E+00   13.82   217.05    9250.6   640.6   216.4     0.193     0.291    72.9   18050.0 0.000E+00 0.000E+00
1741  12949.8  12948.3   -158.8     79.5 0.502E+00 0.480E+00 0.176E-01 0.000E+00 0.000E+00   13.82   217.16    9254.9   640.3   216.4     0.193     0.290    73.0   18028.2 0.000E+00 0.000E+00
1742  12957.5  12956.0   -159.0     79.6 0.502E+00 0.480E+00 0.176E-01 0.000E+00 0.000E+00   13.82   217.27    9259.3   640.1   216.3     0.193     0.290    73.0   18006.5 0.000E+00 0.000E+00
1743  12965.1  12963.6   -159.1     79.6 0.502E+00 0.480E+00 0.176E-01 0.000E+00 0.000E+00   13.82   217.38    9263.7   639.9   216.2     0.193     0.290    73.0   17984.7 0.000E+00 0.000E+00
1744  12972.7  12971.2   -159.3     79.6 0.502E+00 0.481E+00 0.176E-01 0.000E+00 0.000E+00   13.82   217.49    9268.1   639.7   216.2     0.192     0.290    73.1   17963.0 0.000E+00 0.000E+00
1745  12980.4  12978.9   -159.4     79.7 0.502E+00 0.481E+00 0.176E-01 0.000E+00 0.000E+00   13.82   217.59    9272.5   639.4   216.1     0.192     0.289    73.1   17941.3 0.000E+00 0.000E+00
1746  12988.0  12986.5   -159.5     79.7 0.502E+00 0.481E+00 0.176E-01 0.000E+00 0.000E+00   13.82   217.70    9276.9   639.2   216.0     0.192     0.289    73.1   17919.7 0.000E+00 0.000E+00
1747  12995.7  12994.2   -159.7     79.7 0.501E+00 0.481E+00 0.175E-01 0.000E+00 0.000E+00   13.82   217.81    9281.3   639.0   216.0     0.192     0.289    73.2   17898.0 0.000E+00 0.000E+00
1748  13003.3  13001.8   -159.8     79.8 0.501E+00 0.481E+00 0.175E-01 0.000E+00 0.000E+00   13.82   217.92    9285.7   638.8   215.9     0.191     0.289    73.2   17876.4 0.000E+00 0.000E+00
1749  13010.9  13009.4   -160.0     79.8 0.501E+00 0.481E+00 0.175E-01 0.000E+00 0.000E+00   13.82   218.03    9290.1   638.5   215.8     0.191     0.288    73.2   17854.8 0.000E+00 0.000E+00
1750  13018.6  13017.1   -160.1     79.8 0.501E+00 0.482E+00 0.175E-01 0.000E+00 0.000E+00   13.83   218.14    9294.5   638.3   215.8     0.191     0.288    73.3   17833.2 0.000E+00 0.000E+00
1751  13026.2  13024.7   -160.3     79.9 0.501E+00 0.482E+00 0.175E-01 0.000E+00 0.000E+00   13.83   218.25    9299.0   638.1   215.7     0.191     0.288    73.3   17811.6 0.000E+00 0.000E+00
1752  13033.9  13032.4   -160.4     79.9 0.501E+00 0.482E+00 0.175E-01 0.000E+00 0.000E+00   13.83   218.36    9303.4   637.8   215.7     0.191     0.287    73.3   17790.0 0.000E+00 0.000E+00
1753  13041.5  13040.0   -160.5     79.9 0.500E+00 0.482E+00 0.175E-01 0.000E+00 0.000E+00   13.83   218.46    9307.8   637.6   215.6     0.190     0.287    73.4   17768.5 0.000E+00 0.000E+00
1754  13049.2  13047.6   -160.7     79.9 0.500E+00 0.482E+00 0.175E-01 0.000E+00 0.000E+00   13.83   218.57    9312.2   637.4   215.5     0.190     0.287    73.4   17747.0 0.000E+00 0.000E+00
1755  13056.8  13055.3   -160.8     80.0 0.500E+00 0.482E+00 0.175E-01 0.000E+00 0.000E+00   13.83   218.68    9316.6   637.2   215.5     0.190     0.287    73.5   17725.5 0.000E+00 0.000E+00
1756  13064.4  13062.9   -161.0     80.0 0.500E+00 0.482E+00 0.175E-01 0.000E+00 0.000E+00   13.83   218.79    9321.1   636.9   215.4     0.190     0.286    73.5   17704.0 0.000E+00 0.000E+00
1757  13072.1  13070.6   -161.1     80.0 0.500E+00 0.483E+00 0.175E-01 0.000E+00 0.000E+00   13.83   218.90    9325.5   636.7   215.3     0.189     0.286    73.5   17682.6 0.000E+00 0.000E+00
1758  13079.7  13078.2   -161.3     80.1 0.500E+00 0.483E+00 0.175E-01 0.000E+00 0.000E+00   13.83   219.01    9329.9   636.5   215.3     0.189     0.286    73.6   17661.1 0.000E+00 0.000E+00
1759  13087.4  13085.8   -161.4     80.1 0.500E+00 0.483E+00 0.175E-01 0.000E+00 0.000E+00   13.83   219.12    9334.4   636.3   215.2     0.189     0.286    73.6   17639.7 0.000E+00 0.000E+00
1760  13095.0  13093.5   -161.5     80.1 0.499E+00 0.483E+00 0.175E-01 0.000E+00 0.000E+00   13.83   219.23    9338.8   636.0   215.1     0.189     0.285    73.6   17618.3 0.000E+00 0.000E+00
1761  13102.6  13101.1   -161.7     80.2 0.499E+00 0.483E+00 0.175E-01 0.000E+00 0.000E+00   13.83   219.34    9343.2   635.8   215.1     0.189     0.285    73.7   17596.9 0.000E+00 0.000E+00
1762  13110.3  13108.8   -161.8     80.2 0.499E+00 0.483E+00 0.175E-01 0.000E+00 0.000E+00   13.83   219.45    9347.7   635.6   215.0     0.188     0.285    73.7   17575.6 0.000E+00 0.000E+00
1763  13117.9  13116.4   -162.0     80.2 0.499E+00 0.484E+00 0.175E-01 0.000E+00 0.000E+00   13.83   219.55    9352.1   635.4   214.9     0.188     0.285    73.7   17554.2 0.000E+00 0.000E+00
1764  13125.6  13124.0   -162.1     80.2 0.499E+00 0.484E+00 0.175E-01 0.000E+00 0.000E+00   13.84   219.66    9356.6   635.1   214.9     0.188     0.284    73.8   17532.9 0.000E+00 0.000E+00
1765  13133.2  13131.7   -162.3     80.3 0.499E+00 0.484E+00 0.175E-01 0.000E+00 0.000E+00   13.84   219.77    9361.0   634.9   214.8     0.188     0.284    73.8   17511.6 0.000E+00 0.000E+00
1766  13140.9  13139.3   -162.4     80.3 0.499E+00 0.484E+00 0.174E-01 0.000E+00 0.000E+00   13.84   219.88    9365.5   634.7   214.8     0.188     0.284    73.8   17490.3 0.000E+00 0.000E+00
1767  13148.5  13147.0   -162.5     80.3 0.498E+00 0.484E+00 0.174E-01 0.000E+00 0.000E+00   13.84   219.99    9369.9   634.5   214.7     0.187     0.284    73.9   17469.1 0.000E+00 0.000E+00
1768  13156.1  13154.6   -162.7     80.4 0.498E+00 0.484E+00 0.174E-01 0.000E+00 0.000E+00   13.84   220.10    9374.4   634.2   214.6     0.187     0.283    73.9   17447.8 0.000E+00 0.000E+00
1769  13163.8  13162.2   -162.8     80.4 0.498E+00 0.485E+00 0.174E-01 0.000E+00 0.000E+00   13.84   220.21    9378.8   634.0   214.6     0.187     0.283    73.9   17426.6 0.000E+00 0.000E+00
1770  13171.4  13169.9   -163.0     80.4 0.498E+00 0.485E+00 0.174E-01 0.000E+00 0.000E+00   13.84   220.32    9383.3   633.8   214.5     0.187     0.283    74.0   17405.4 0.000E+00 0.000E+00
1771  13179.1  13177.5   -163.1     80.4 0.498E+00 0.485E+00 0.174E-01 0.000E+00 0.000E+00   13.84   220.43    9387.8   633.6   214.4     0.186     0.282    74.0   17384.2 0.000E+00 0.000E+00
1772  13186.7  13185.2   -163.3     80.5 0.498E+00 0.485E+00 0.174E-01 0.000E+00 0.000E+00   13.84   220.54    9392.2   633.4   214.4     0.186     0.282    74.0   17363.1 0.000E+00 0.000E+00
1773  13194.3  13192.8   -163.4     80.5 0.497E+00 0.485E+00 0.174E-01 0.000E+00 0.000E+00   13.84   220.65    9396.7   633.1   214.3     0.186     0.282    74.1   17341.9 0.000E+00 0.000E+00
1774  13200.0  13198.5   -163.5     80.5 0.497E+00 0.485E+00 0.174E-01 0.000E+00 0.000E+00   13.84   220.73    9400.0   633.0   214.3     0.186     0.282    74.1   17326.3 0.000E+00 0.000E+00
1775  13206.0  13204.5   -163.6     80.5 0.497E+00 0.485E+00 0.174E-01 0.000E+00 0.000E+00   13.84   220.81    9403.5   632.8   214.2     0.186     0.282    74.1   17309.7 0.000E+00 0.000E+00
1776  13212.3  13210.8   -163.7     80.6 0.497E+00 0.485E+00 0.174E-01 0.000E+00 0.000E+00   13.84   220.90    9407.2   632.6   214.2     0.185     0.281    74.2   17292.3 0.000E+00 0.000E+00
1777  13218.9  13217.3   -163.9     80.6 0.497E+00 0.486E+00 0.174E-01 0.000E+00 0.000E+00   13.84   221.00    9411.1   632.4   214.1     0.185     0.281    74.2   17274.2 0.000E+00 0.000E+00
1778  13225.6  13224.1   -164.0     80.6 0.497E+00 0.486E+00 0.174E-01 0.000E+00 0.000E+00   13.85   221.09    9415.0   632.2   214.0     0.185     0.281    74.2   17255.6 0.000E+00 0.000E+00
1779  13232.5  13231.0   -164.1     80.6 0.497E+00 0.486E+00 0.174E-01 0.000E+00 0.000E+00   13.85   221.19    9419.1   632.0   214.0     0.185     0.281    74.3   17236.6 0.000E+00 0.000E+00
1780  13239.6  13238.0   -164.3     80.7 0.497E+00 0.486E+00 0.174E-01 0.000E+00 0.000E+00   13.85   221.30    9423.2   631.8   213.9     0.185     0.280    74.3   17217.1 0.000E+00 0.000E+00
1781  13246.8  13245.2   -164.4     80.7 0.496E+00 0.486E+00 0.174E-01 0.000E+00 0.000E+00   13.85   221.40    9427.4   631.6   213.9     0.185     0.280    74.3   17197.4 0.000E+00 0.000E+00
1782  13254.0  13252.5   -164.5     80.7 0.496E+00 0.486E+00 0.174E-01 0.000E+00 0.000E+00   13.85   221.50    9431.7   631.4   213.8     0.184     0.280    74.4   17177.4 0.000E+00 0.000E+00
1783  13261.4  13259.8   -164.7     80.8 0.496E+00 0.486E+00 0.174E-01 0.000E+00 0.000E+00   13.85   221.61    9436.0   631.2   213.7     0.184     0.280    74.4   17157.3 0.000E+00 0.000E+00
1784  13268.8  13267.2   -164.8     80.8 0.496E+00 0.487E+00 0.174E-01 0.000E+00 0.000E+00   13.85   221.71    9440.4   630.9   213.7     0.184     0.279    74.4   17137.0 0.000E+00 0.000E+00
1785  13276.2  13274.7   -164.9     80.8 0.496E+00 0.487E+00 0.174E-01 0.000E+00 0.000E+00   13.85   221.82    9444.8   630.7   213.6     0.184     0.279    74.5   17116.6 0.000E+00 0.000E+00
1786  13283.7  13282.1   -165.1     80.8 0.496E+00 0.487E+00 0.173E-01 0.000E+00 0.000E+00   13.85   221.93    9449.2   630.5   213.6     0.184     0.279    74.5   17096.1 0.000E+00 0.000E+00
1787  13291.2  13289.7   -165.2     80.9 0.496E+00 0.487E+00 0.173E-01 0.000E+00 0.000E+00   13.85   222.04    9453.6   630.3   213.5     0.183     0.279    74.5   17075.6 0.000E+00 0.000E+00
1788  13298.8  13297.2   -165.4     80.9 0.495E+00 0.487E+00 0.173E-01 0.000E+00 0.000E+00   13.85   222.14    9458.1   630.1   213.4     0.183     0.278    74.6   17055.0 0.000E+00 0.000E+00
1789  13306.3  13304.8   -165.5     80.9 0.495E+00 0.487E+00 0.173E-01 0.000E+00 0.000E+00   13.86   222.25    9462.5   629.9   213.4     0.183     0.278    74.6   17034.3 0.000E+00 0.000E+00
1790  13313.9  13312.3   -165.7     80.9 0.495E+00 0.488E+00 0.173E-01 0.000E+00 0.000E+00   13.86   222.36    9467.0   629.6   213.3     0.183     0.278    74.6   17013.7 0.000E+00 0.000E+00
1791  13321.5  13319.9   -165.8     81.0 0.495E+00 0.488E+00 0.173E-01 0.000E+00 0.000E+00   13.86   222.47    9471.5   629.4   213.2     0.182     0.278    74.7   16993.0 0.000E+00 0.000E+00
1792  13329.1  13327.5   -165.9     81.0 0.495E+00 0.488E+00 0.173E-01 0.000E+00 0.000E+00   13.86   222.58    9476.0   629.2   213.2     0.182     0.277    74.7   16972.3 0.000E+00 0.000E+00
1793  13336.7  13335.1   -166.1     81.0 0.495E+00 0.488E+00 0.173E-01 0.000E+00 0.000E+00   13.86   222.69    9480.5   629.0   213.1     0.182     0.277    74.7   16951.6 0.000E+00 0.000E+00
1794  13344.3  13342.7   -166.2     81.1 0.495E+00 0.488E+00 0.173E-01 0.000E+00 0.000E+00   13.86   222.80    9485.0   628.7   213.0     0.182     0.277    74.8   16930.9 0.000E+00 0.000E+00
1795  13351.9  13350.4   -166.4     81.1 0.494E+00 0.488E+00 0.173E-01 0.000E+00 0.000E+00   13.86   222.91    9489.5   628.5   213.0     0.182     0.277    74.8   16910.2 0.000E+00 0.000E+00
1796  13359.6  13358.0   -166.5     81.1 0.494E+00 0.488E+00 0.173E-01 0.000E+00 0.000E+00   13.86   223.02    9494.0   628.3   212.9     0.181     0.276    74.8   16889.5 0.000E+00 0.000E+00
1797  13367.2  13365.6   -166.7     81.1 0.494E+00 0.489E+00 0.173E-01 0.000E+00 0.000E+00   13.86   223.13    9498.5   628.1   212.9     0.181     0.276    74.9   16868.9 0.000E+00 0.000E+00
1798  13374.8  13373.2   -166.8     81.2 0.494E+00 0.489E+00 0.173E-01 0.000E+00 0.000E+00   13.86   223.24    9503.1   627.9   212.8     0.181     0.276    74.9   16848.2 0.000E+00 0.000E+00
1799  13382.4  13380.9   -166.9     81.2 0.494E+00 0.489E+00 0.173E-01 0.000E+00 0.000E+00   13.87   223.35    9507.6   627.6   212.7     0.181     0.276    74.9   16827.6 0.000E+00 0.000E+00
1800  13390.1  13388.5   -167.1     81.2 0.494E+00 0.489E+00 0.173E-01 0.000E+00 0.000E+00   13.87   223.46    9512.1   627.4   212.7     0.181     0.275    75.0   16806.9 0.000E+00 0.000E+00
1801  13397.7  13396.1   -167.2     81.2 0.494E+00 0.489E+00 0.173E-01 0.000E+00 0.000E+00   13.87   223.57    9516.7   627.2   212.6     0.180     0.275    75.0   16786.3 0.000E+00 0.000E+00
1802  13405.4  13403.8   -167.4     81.3 0.493E+00 0.489E+00 0.173E-01 0.000E+00 0.000E+00   13.87   223.67    9521.2   627.0   212.5     0.180     0.275    75.0   16765.7 0.000E+00 0.000E+00
1803  13413.0  13411.4   -167.5     81.3 0.493E+00 0.489E+00 0.173E-01 0.000E+00 0.000E+00   13.87   223.78    9525.8   626.7   212.5     0.180     0.275    75.1   16745.1 0.000E+00 0.000E+00
1804  13420.6  13419.1   -167.7     81.3 0.493E+00 0.490E+00 0.173E-01 0.000E+00 0.000E+00   13.87   223.89    9530.3   626.5   212.4     0.180     0.274    75.1   16724.6 0.000E+00 0.000E+00
1805  13428.3  13426.7   -167.8     81.3 0.493E+00 0.490E+00 0.173E-01 0.000E+00 0.000E+00   13.87   224.00    9534.9   626.3   212.3     0.180     0.274    75.1   16704.0 0.000E+00 0.000E+00
1806  13435.9  13434.3   -167.9     81.4 0.493E+00 0.490E+00 0.172E-01 0.000E+00 0.000E+00   13.87   224.11    9539.4   626.1   212.3     0.179     0.274    75.2   16683.5 0.000E+00 0.000E+00
1807  13443.5  13442.0   -168.1     81.4 0.493E+00 0.490E+00 0.172E-01 0.000E+00 0.000E+00   13.87   224.22    9544.0   625.9   212.2     0.179     0.274    75.2   16663.0 0.000E+00 0.000E+00
1808  13451.2  13449.6   -168.2     81.4 0.493E+00 0.490E+00 0.172E-01 0.000E+00 0.000E+00   13.87   224.33    9548.6   625.6   212.2     0.179     0.273    75.2   16642.5 0.000E+00 0.000E+00
1809  13458.8  13457.2   -168.4     81.4 0.492E+00 0.490E+00 0.172E-01 0.000E+00 0.000E+00   13.88   224.44    9553.1   625.4   212.1     0.179     0.273    75.3   16622.0 0.000E+00 0.000E+00
1810  13466.5  13464.9   -168.5     81.5 0.492E+00 0.491E+00 0.172E-01 0.000E+00 0.000E+00   13.88   224.55    9557.7   625.2   212.0     0.179     0.273    75.3   16601.6 0.000E+00 0.000E+00
1811  13474.1  13472.5   -168.7     81.5 0.492E+00 0.491E+00 0.172E-01 0.000E+00 0.000E+00   13.88   224.66    9562.3   625.0   212.0     0.178     0.273    75.3   16581.1 0.000E+00 0.000E+00
1812  13481.8  13480.2   -168.8     81.5 0.492E+00 0.491E+00 0.172E-01 0.000E+00 0.000E+00   13.88   224.77    9566.8   624.7   211.9     0.178     0.272    75.4   16560.7 0.000E+00 0.000E+00
1813  13489.4  13487.8   -169.0     81.6 0.492E+00 0.491E+00 0.172E-01 0.000E+00 0.000E+00   13.88   224.88    9571.4   624.5   211.8     0.178     0.272    75.4   16540.3 0.000E+00 0.000E+00
1814  13497.0  13495.4   -169.1     81.6 0.492E+00 0.491E+00 0.172E-01 0.000E+00 0.000E+00   13.88   225.00    9576.0   624.3   211.8     0.178     0.272    75.4   16519.9 0.000E+00 0.000E+00
