
Output from Plumeria 2, fortran version, run date 2022.02.09  16:43

Input values:
      Using multilayered atmosphere from file metfile.txt                                                                     
                           Vent diameter (m):  2100.0
                          Vent elevation (m):   144.0
                      Initial velocity (m/s):   283.7
                       Magma temperature (C):    900.
                         Weight fraction gas:   0.030
                         Weight fraction air:   0.001
               Magma specific heat, (J/kg K):  1000.0
                      Magma density, (kg/m3):  2500.0
                     Mixture density (kg/m3):   5.948
                   Mass fraction water added:   0.000
                           Mass flux, (kg/s):  0.584E+10
                 Mass flux of solids, (kg/s):  0.567E+10
                   Mixture sound speed (m/s):   144.0
**********************************************************************************************************************************************************************************************
   i        s        z        x        y       m_m       m_a       m_w       m_l       m_i      v       u          r   T_mix   T_air   rho_mix   rho_air    Time     p_air     water       ice
       meters   meters   meters   meters                                                      m/s     m/s          m  Kelvin  Kelvin     kg/m3     kg/m3 seconds        Pa      g/m3      g/m3
1580  11763.0  11761.7   -137.0     73.8 0.527E+00 0.455E+00 0.184E-01 0.000E+00 0.000E+00   12.90   200.66    8601.1   676.3   226.4     0.230     0.333    67.3   21654.6 0.000E+00 0.000E+00
1581  11770.7  11769.4   -137.1     73.8 0.527E+00 0.455E+00 0.184E-01 0.000E+00 0.000E+00   12.92   200.76    8605.1   676.0   226.3     0.230     0.333    67.3   21629.6 0.000E+00 0.000E+00
1582  11778.3  11777.0   -137.3     73.8 0.527E+00 0.455E+00 0.184E-01 0.000E+00 0.000E+00   12.93   200.86    8609.1   675.8   226.3     0.230     0.333    67.4   21604.6 0.000E+00 0.000E+00
1583  11785.9  11784.7   -137.4     73.9 0.527E+00 0.455E+00 0.184E-01 0.000E+00 0.000E+00   12.94   200.97    8613.2   675.6   226.2     0.230     0.332    67.4   21579.7 0.000E+00 0.000E+00
1584  11793.6  11792.3   -137.5     73.9 0.526E+00 0.455E+00 0.184E-01 0.000E+00 0.000E+00   12.95   201.07    8617.2   675.3   226.1     0.229     0.332    67.4   21554.8 0.000E+00 0.000E+00
1585  11801.2  11799.9   -137.7     74.0 0.526E+00 0.455E+00 0.184E-01 0.000E+00 0.000E+00   12.97   201.17    8621.2   675.1   226.1     0.229     0.332    67.5   21529.9 0.000E+00 0.000E+00
1586  11808.9  11807.6   -137.8     74.0 0.526E+00 0.456E+00 0.184E-01 0.000E+00 0.000E+00   12.98   201.28    8625.3   674.8   226.0     0.229     0.332    67.5   21505.1 0.000E+00 0.000E+00
1587  11816.5  11815.2   -138.0     74.1 0.526E+00 0.456E+00 0.184E-01 0.000E+00 0.000E+00   12.99   201.38    8629.3   674.6   225.9     0.229     0.331    67.5   21480.2 0.000E+00 0.000E+00
1588  11824.2  11822.9   -138.1     74.1 0.526E+00 0.456E+00 0.184E-01 0.000E+00 0.000E+00   13.00   201.49    8633.4   674.4   225.9     0.228     0.331    67.6   21455.4 0.000E+00 0.000E+00
1589  11831.8  11830.5   -138.2     74.1 0.526E+00 0.456E+00 0.184E-01 0.000E+00 0.000E+00   13.01   201.59    8637.4   674.1   225.8     0.228     0.331    67.6   21430.6 0.000E+00 0.000E+00
1590  11839.4  11838.1   -138.4     74.2 0.525E+00 0.456E+00 0.184E-01 0.000E+00 0.000E+00   13.03   201.70    8641.5   673.9   225.7     0.228     0.330    67.7   21405.8 0.000E+00 0.000E+00
1591  11847.1  11845.8   -138.5     74.2 0.525E+00 0.456E+00 0.184E-01 0.000E+00 0.000E+00   13.04   201.80    8645.5   673.7   225.7     0.228     0.330    67.7   21381.1 0.000E+00 0.000E+00
1592  11854.7  11853.4   -138.7     74.3 0.525E+00 0.457E+00 0.184E-01 0.000E+00 0.000E+00   13.05   201.90    8649.6   673.4   225.6     0.227     0.330    67.7   21356.3 0.000E+00 0.000E+00
1593  11862.4  11861.1   -138.8     74.3 0.525E+00 0.457E+00 0.184E-01 0.000E+00 0.000E+00   13.06   202.01    8653.6   673.2   225.5     0.227     0.330    67.8   21331.6 0.000E+00 0.000E+00
1594  11870.0  11868.7   -138.9     74.4 0.525E+00 0.457E+00 0.184E-01 0.000E+00 0.000E+00   13.08   202.11    8657.7   673.0   225.5     0.227     0.329    67.8   21306.9 0.000E+00 0.000E+00
1595  11877.6  11876.3   -139.1     74.4 0.525E+00 0.457E+00 0.184E-01 0.000E+00 0.000E+00   13.09   202.22    8661.7   672.7   225.4     0.227     0.329    67.8   21282.3 0.000E+00 0.000E+00
1596  11885.3  11884.0   -139.2     74.4 0.524E+00 0.457E+00 0.184E-01 0.000E+00 0.000E+00   13.10   202.32    8665.8   672.5   225.3     0.226     0.329    67.9   21257.6 0.000E+00 0.000E+00
1597  11892.9  11891.6   -139.3     74.5 0.524E+00 0.457E+00 0.183E-01 0.000E+00 0.000E+00   13.11   202.43    8669.9   672.3   225.3     0.226     0.328    67.9   21233.0 0.000E+00 0.000E+00
1598  11900.6  11899.3   -139.5     74.5 0.524E+00 0.458E+00 0.183E-01 0.000E+00 0.000E+00   13.13   202.53    8673.9   672.0   225.2     0.226     0.328    68.0   21208.4 0.000E+00 0.000E+00
1599  11908.2  11906.9   -139.6     74.6 0.524E+00 0.458E+00 0.183E-01 0.000E+00 0.000E+00   13.14   202.63    8678.0   671.8   225.1     0.225     0.328    68.0   21183.8 0.000E+00 0.000E+00
1600  11915.9  11914.5   -139.8     74.6 0.524E+00 0.458E+00 0.183E-01 0.000E+00 0.000E+00   13.15   202.74    8682.1   671.6   225.1     0.225     0.328    68.0   21159.2 0.000E+00 0.000E+00
1601  11923.5  11922.2   -139.9     74.6 0.524E+00 0.458E+00 0.183E-01 0.000E+00 0.000E+00   13.16   202.84    8686.1   671.3   225.0     0.225     0.327    68.1   21134.7 0.000E+00 0.000E+00
1602  11931.1  11929.8   -140.0     74.7 0.523E+00 0.458E+00 0.183E-01 0.000E+00 0.000E+00   13.17   202.95    8690.2   671.1   225.0     0.225     0.327    68.1   21110.2 0.000E+00 0.000E+00
1603  11938.8  11937.5   -140.2     74.7 0.523E+00 0.458E+00 0.183E-01 0.000E+00 0.000E+00   13.19   203.05    8694.3   670.9   224.9     0.224     0.327    68.1   21085.7 0.000E+00 0.000E+00
1604  11946.4  11945.1   -140.3     74.8 0.523E+00 0.459E+00 0.183E-01 0.000E+00 0.000E+00   13.20   203.16    8698.4   670.6   224.8     0.224     0.326    68.2   21061.2 0.000E+00 0.000E+00
1605  11954.1  11952.7   -140.5     74.8 0.523E+00 0.459E+00 0.183E-01 0.000E+00 0.000E+00   13.21   203.26    8702.5   670.4   224.8     0.224     0.326    68.2   21036.7 0.000E+00 0.000E+00
1606  11961.7  11960.4   -140.6     74.9 0.523E+00 0.459E+00 0.183E-01 0.000E+00 0.000E+00   13.22   203.37    8706.5   670.2   224.7     0.224     0.326    68.3   21012.3 0.000E+00 0.000E+00
1607  11969.3  11968.0   -140.7     74.9 0.523E+00 0.459E+00 0.183E-01 0.000E+00 0.000E+00   13.24   203.47    8710.6   669.9   224.6     0.223     0.326    68.3   20987.9 0.000E+00 0.000E+00
1608  11977.0  11975.7   -140.9     74.9 0.522E+00 0.459E+00 0.183E-01 0.000E+00 0.000E+00   13.25   203.58    8714.7   669.7   224.6     0.223     0.325    68.3   20963.5 0.000E+00 0.000E+00
1609  11984.6  11983.3   -141.0     75.0 0.522E+00 0.459E+00 0.183E-01 0.000E+00 0.000E+00   13.26   203.68    8718.8   669.5   224.5     0.223     0.325    68.4   20939.1 0.000E+00 0.000E+00
1610  11992.3  11991.0   -141.2     75.0 0.522E+00 0.460E+00 0.183E-01 0.000E+00 0.000E+00   13.27   203.79    8722.9   669.2   224.4     0.223     0.325    68.4   20914.8 0.000E+00 0.000E+00
1611  11999.9  11998.6   -141.3     75.1 0.522E+00 0.460E+00 0.183E-01 0.000E+00 0.000E+00   13.29   203.89    8727.0   669.0   224.4     0.222     0.324    68.4   20890.5 0.000E+00 0.000E+00
1612  12007.6  12006.2   -141.4     75.1 0.522E+00 0.460E+00 0.183E-01 0.000E+00 0.000E+00   13.30   204.00    8731.1   668.8   224.3     0.222     0.324    68.5   20866.2 0.000E+00 0.000E+00
1613  12015.2  12013.9   -141.6     75.1 0.522E+00 0.460E+00 0.183E-01 0.000E+00 0.000E+00   13.31   204.10    8735.2   668.5   224.2     0.222     0.324    68.5   20841.9 0.000E+00 0.000E+00
1614  12022.8  12021.5   -141.7     75.2 0.521E+00 0.460E+00 0.182E-01 0.000E+00 0.000E+00   13.32   204.21    8739.3   668.3   224.2     0.222     0.324    68.6   20817.6 0.000E+00 0.000E+00
1615  12030.5  12029.2   -141.8     75.2 0.521E+00 0.460E+00 0.182E-01 0.000E+00 0.000E+00   13.33   204.31    8743.4   668.1   224.1     0.221     0.323    68.6   20793.4 0.000E+00 0.000E+00
1616  12038.1  12036.8   -142.0     75.3 0.521E+00 0.461E+00 0.182E-01 0.000E+00 0.000E+00   13.35   204.42    8747.5   667.8   224.0     0.221     0.323    68.6   20769.1 0.000E+00 0.000E+00
1617  12045.8  12044.4   -142.1     75.3 0.521E+00 0.461E+00 0.182E-01 0.000E+00 0.000E+00   13.36   204.52    8751.7   667.6   224.0     0.221     0.323    68.7   20744.9 0.000E+00 0.000E+00
1618  12053.4  12052.1   -142.3     75.3 0.521E+00 0.461E+00 0.182E-01 0.000E+00 0.000E+00   13.37   204.63    8755.8   667.3   223.9     0.221     0.322    68.7   20720.8 0.000E+00 0.000E+00
1619  12061.0  12059.7   -142.4     75.4 0.521E+00 0.461E+00 0.182E-01 0.000E+00 0.000E+00   13.38   204.73    8759.9   667.1   223.8     0.220     0.322    68.7   20696.6 0.000E+00 0.000E+00
1620  12068.7  12067.4   -142.5     75.4 0.520E+00 0.461E+00 0.182E-01 0.000E+00 0.000E+00   13.40   204.84    8764.0   666.9   223.8     0.220     0.322    68.8   20672.5 0.000E+00 0.000E+00
1621  12076.3  12075.0   -142.7     75.5 0.520E+00 0.461E+00 0.182E-01 0.000E+00 0.000E+00   13.41   204.94    8768.1   666.6   223.7     0.220     0.322    68.8   20648.4 0.000E+00 0.000E+00
1622  12084.0  12082.6   -142.8     75.5 0.520E+00 0.462E+00 0.182E-01 0.000E+00 0.000E+00   13.42   205.05    8772.3   666.4   223.6     0.220     0.321    68.9   20624.3 0.000E+00 0.000E+00
1623  12091.6  12090.3   -143.0     75.5 0.520E+00 0.462E+00 0.182E-01 0.000E+00 0.000E+00   13.43   205.15    8776.4   666.2   223.6     0.219     0.321    68.9   20600.2 0.000E+00 0.000E+00
1624  12099.3  12097.9   -143.1     75.6 0.520E+00 0.462E+00 0.182E-01 0.000E+00 0.000E+00   13.45   205.26    8780.5   665.9   223.5     0.219     0.321    68.9   20576.1 0.000E+00 0.000E+00
1625  12106.9  12105.6   -143.2     75.6 0.520E+00 0.462E+00 0.182E-01 0.000E+00 0.000E+00   13.46   205.36    8784.7   665.7   223.5     0.219     0.320    69.0   20552.1 0.000E+00 0.000E+00
1626  12114.5  12113.2   -143.4     75.7 0.519E+00 0.462E+00 0.182E-01 0.000E+00 0.000E+00   13.47   205.47    8788.8   665.5   223.4     0.219     0.320    69.0   20528.1 0.000E+00 0.000E+00
1627  12122.2  12120.8   -143.5     75.7 0.519E+00 0.463E+00 0.182E-01 0.000E+00 0.000E+00   13.48   205.57    8792.9   665.2   223.3     0.218     0.320    69.0   20504.1 0.000E+00 0.000E+00
1628  12129.8  12128.5   -143.7     75.7 0.519E+00 0.463E+00 0.182E-01 0.000E+00 0.000E+00   13.50   205.68    8797.1   665.0   223.3     0.218     0.320    69.1   20480.1 0.000E+00 0.000E+00
1629  12137.5  12136.1   -143.8     75.8 0.519E+00 0.463E+00 0.182E-01 0.000E+00 0.000E+00   13.51   205.78    8801.2   664.8   223.2     0.218     0.319    69.1   20456.2 0.000E+00 0.000E+00
1630  12145.1  12143.8   -143.9     75.8 0.519E+00 0.463E+00 0.182E-01 0.000E+00 0.000E+00   13.52   205.89    8805.4   664.5   223.1     0.218     0.319    69.2   20432.3 0.000E+00 0.000E+00
1631  12152.7  12151.4   -144.1     75.9 0.519E+00 0.463E+00 0.182E-01 0.000E+00 0.000E+00   13.53   205.99    8809.5   664.3   223.1     0.217     0.319    69.2   20408.4 0.000E+00 0.000E+00
1632  12160.4  12159.0   -144.2     75.9 0.519E+00 0.463E+00 0.181E-01 0.000E+00 0.000E+00   13.54   206.10    8813.7   664.1   223.0     0.217     0.319    69.2   20384.5 0.000E+00 0.000E+00
1633  12168.0  12166.7   -144.4     75.9 0.518E+00 0.464E+00 0.181E-01 0.000E+00 0.000E+00   13.56   206.21    8817.8   663.9   222.9     0.217     0.318    69.3   20360.6 0.000E+00 0.000E+00
1634  12175.7  12174.3   -144.5     76.0 0.518E+00 0.464E+00 0.181E-01 0.000E+00 0.000E+00   13.57   206.31    8822.0   663.6   222.9     0.217     0.318    69.3   20336.8 0.000E+00 0.000E+00
1635  12183.3  12182.0   -144.6     76.0 0.518E+00 0.464E+00 0.181E-01 0.000E+00 0.000E+00   13.58   206.42    8826.1   663.4   222.8     0.216     0.318    69.3   20312.9 0.000E+00 0.000E+00
1636  12190.9  12189.6   -144.8     76.1 0.518E+00 0.464E+00 0.181E-01 0.000E+00 0.000E+00   13.59   206.52    8830.3   663.2   222.7     0.216     0.317    69.4   20289.1 0.000E+00 0.000E+00
1637  12198.6  12197.2   -144.9     76.1 0.518E+00 0.464E+00 0.181E-01 0.000E+00 0.000E+00   13.61   206.63    8834.5   662.9   222.7     0.216     0.317    69.4   20265.4 0.000E+00 0.000E+00
1638  12200.0  12198.6   -144.9     76.1 0.518E+00 0.464E+00 0.181E-01 0.000E+00 0.000E+00   13.61   206.65    8835.2   662.9   222.7     0.216     0.317    69.4   20261.0 0.000E+00 0.000E+00
1639  12202.0  12200.6   -145.0     76.1 0.518E+00 0.464E+00 0.181E-01 0.000E+00 0.000E+00   13.61   206.67    8836.3   662.8   222.6     0.216     0.317    69.4   20254.8 0.000E+00 0.000E+00
1640  12204.6  12203.2   -145.0     76.1 0.518E+00 0.464E+00 0.181E-01 0.000E+00 0.000E+00   13.62   206.71    8837.7   662.7   222.6     0.216     0.317    69.4   20246.8 0.000E+00 0.000E+00
1641  12207.8  12206.4   -145.1     76.1 0.518E+00 0.464E+00 0.181E-01 0.000E+00 0.000E+00   13.62   206.75    8839.5   662.6   222.6     0.216     0.317    69.5   20236.8 0.000E+00 0.000E+00
1642  12211.6  12210.2   -145.2     76.2 0.517E+00 0.464E+00 0.181E-01 0.000E+00 0.000E+00   13.63   206.81    8841.6   662.5   222.6     0.216     0.317    69.5   20224.9 0.000E+00 0.000E+00
1643  12216.0  12214.6   -145.2     76.2 0.517E+00 0.465E+00 0.181E-01 0.000E+00 0.000E+00   13.63   206.87    8844.0   662.4   222.5     0.215     0.316    69.5   20211.3 0.000E+00 0.000E+00
1644  12220.9  12219.5   -145.3     76.2 0.517E+00 0.465E+00 0.181E-01 0.000E+00 0.000E+00   13.64   206.94    8846.6   662.2   222.5     0.215     0.316    69.5   20196.0 0.000E+00 0.000E+00
1645  12226.3  12224.9   -145.4     76.2 0.517E+00 0.465E+00 0.181E-01 0.000E+00 0.000E+00   13.65   207.01    8849.6   662.1   222.4     0.215     0.316    69.6   20179.4 0.000E+00 0.000E+00
1646  12232.0  12230.7   -145.5     76.3 0.517E+00 0.465E+00 0.181E-01 0.000E+00 0.000E+00   13.66   207.09    8852.7   661.9   222.4     0.215     0.316    69.6   20161.6 0.000E+00 0.000E+00
1647  12238.1  12236.7   -145.6     76.3 0.517E+00 0.465E+00 0.181E-01 0.000E+00 0.000E+00   13.67   207.17    8856.0   661.7   222.3     0.215     0.316    69.6   20142.7 0.000E+00 0.000E+00
1648  12244.5  12243.1   -145.8     76.3 0.517E+00 0.465E+00 0.181E-01 0.000E+00 0.000E+00   13.68   207.26    8859.5   661.5   222.3     0.214     0.315    69.6   20123.0 0.000E+00 0.000E+00
1649  12251.1  12249.7   -145.9     76.4 0.517E+00 0.465E+00 0.181E-01 0.000E+00 0.000E+00   13.69   207.35    8863.1   661.3   222.2     0.214     0.315    69.7   20102.5 0.000E+00 0.000E+00
1650  12257.9  12256.5   -146.0     76.4 0.516E+00 0.465E+00 0.181E-01 0.000E+00 0.000E+00   13.70   207.45    8866.9   661.1   222.2     0.214     0.315    69.7   20081.5 0.000E+00 0.000E+00
1651  12264.9  12263.5   -146.1     76.4 0.516E+00 0.466E+00 0.181E-01 0.000E+00 0.000E+00   13.71   207.54    8870.7   660.9   222.1     0.214     0.315    69.7   20060.0 0.000E+00 0.000E+00
1652  12272.0  12270.6   -146.3     76.5 0.516E+00 0.466E+00 0.181E-01 0.000E+00 0.000E+00   13.72   207.64    8874.6   660.7   222.0     0.214     0.314    69.8   20038.1 0.000E+00 0.000E+00
1653  12279.2  12277.8   -146.4     76.5 0.516E+00 0.466E+00 0.181E-01 0.000E+00 0.000E+00   13.74   207.74    8878.5   660.5   222.0     0.213     0.314    69.8   20015.9 0.000E+00 0.000E+00
1654  12286.4  12285.1   -146.5     76.5 0.516E+00 0.466E+00 0.181E-01 0.000E+00 0.000E+00   13.75   207.84    8882.5   660.2   221.9     0.213     0.314    69.8   19993.5 0.000E+00 0.000E+00
1655  12293.8  12292.4   -146.7     76.6 0.516E+00 0.466E+00 0.180E-01 0.000E+00 0.000E+00   13.76   207.95    8886.6   660.0   221.9     0.213     0.314    69.9   19970.8 0.000E+00 0.000E+00
1656  12301.2  12299.8   -146.8     76.6 0.516E+00 0.466E+00 0.180E-01 0.000E+00 0.000E+00   13.77   208.05    8890.6   659.8   221.8     0.213     0.313    69.9   19948.0 0.000E+00 0.000E+00
1657  12308.7  12307.3   -146.9     76.7 0.515E+00 0.467E+00 0.180E-01 0.000E+00 0.000E+00   13.78   208.15    8894.7   659.6   221.7     0.212     0.313    69.9   19925.1 0.000E+00 0.000E+00
1658  12316.2  12314.8   -147.1     76.7 0.515E+00 0.467E+00 0.180E-01 0.000E+00 0.000E+00   13.80   208.26    8898.9   659.3   221.7     0.212     0.313    70.0   19902.1 0.000E+00 0.000E+00
1659  12323.7  12322.3   -147.2     76.7 0.515E+00 0.467E+00 0.180E-01 0.000E+00 0.000E+00   13.80   208.36    8903.0   659.1   221.6     0.212     0.313    70.0   19879.0 0.000E+00 0.000E+00
1660  12331.2  12329.9   -147.3     76.8 0.515E+00 0.467E+00 0.180E-01 0.000E+00 0.000E+00   13.80   208.46    8907.2   658.9   221.5     0.212     0.312    70.1   19855.9 0.000E+00 0.000E+00
1661  12338.8  12337.4   -147.5     76.8 0.515E+00 0.467E+00 0.180E-01 0.000E+00 0.000E+00   13.80   208.57    8911.3   658.7   221.5     0.211     0.312    70.1   19832.8 0.000E+00 0.000E+00
1662  12346.4  12345.0   -147.6     76.8 0.515E+00 0.467E+00 0.180E-01 0.000E+00 0.000E+00   13.80   208.67    8915.5   658.4   221.4     0.211     0.312    70.1   19809.6 0.000E+00 0.000E+00
1663  12354.0  12352.6   -147.8     76.9 0.514E+00 0.468E+00 0.180E-01 0.000E+00 0.000E+00   13.80   208.78    8919.7   658.2   221.4     0.211     0.311    70.2   19786.4 0.000E+00 0.000E+00
1664  12361.6  12360.2   -147.9     76.9 0.514E+00 0.468E+00 0.180E-01 0.000E+00 0.000E+00   13.80   208.89    8923.9   658.0   221.3     0.211     0.311    70.2   19763.1 0.000E+00 0.000E+00
1665  12369.2  12367.8   -148.0     76.9 0.514E+00 0.468E+00 0.180E-01 0.000E+00 0.000E+00   13.80   208.99    8928.1   657.7   221.2     0.210     0.311    70.2   19739.9 0.000E+00 0.000E+00
1666  12376.8  12375.4   -148.2     77.0 0.514E+00 0.468E+00 0.180E-01 0.000E+00 0.000E+00   13.80   209.10    8932.3   657.5   221.2     0.210     0.311    70.3   19716.7 0.000E+00 0.000E+00
1667  12384.4  12383.0   -148.3     77.0 0.514E+00 0.468E+00 0.180E-01 0.000E+00 0.000E+00   13.80   209.20    8936.5   657.3   221.1     0.210     0.310    70.3   19693.5 0.000E+00 0.000E+00
1668  12392.0  12390.7   -148.5     77.1 0.514E+00 0.468E+00 0.180E-01 0.000E+00 0.000E+00   13.80   209.31    8940.7   657.0   221.0     0.210     0.310    70.3   19670.3 0.000E+00 0.000E+00
1669  12399.7  12398.3   -148.6     77.1 0.513E+00 0.469E+00 0.180E-01 0.000E+00 0.000E+00   13.80   209.42    8945.0   656.8   221.0     0.210     0.310    70.4   19647.1 0.000E+00 0.000E+00
1670  12407.3  12405.9   -148.8     77.1 0.513E+00 0.469E+00 0.180E-01 0.000E+00 0.000E+00   13.80   209.52    8949.2   656.6   220.9     0.209     0.310    70.4   19623.9 0.000E+00 0.000E+00
1671  12414.9  12413.5   -148.9     77.2 0.513E+00 0.469E+00 0.180E-01 0.000E+00 0.000E+00   13.80   209.63    8953.4   656.3   220.8     0.209     0.309    70.5   19600.7 0.000E+00 0.000E+00
1672  12422.6  12421.2   -149.0     77.2 0.513E+00 0.469E+00 0.180E-01 0.000E+00 0.000E+00   13.80   209.74    8957.6   656.1   220.8     0.209     0.309    70.5   19577.6 0.000E+00 0.000E+00
1673  12430.2  12428.8   -149.2     77.2 0.513E+00 0.469E+00 0.179E-01 0.000E+00 0.000E+00   13.80   209.84    8961.9   655.9   220.7     0.209     0.309    70.5   19554.5 0.000E+00 0.000E+00
1674  12437.9  12436.5   -149.3     77.3 0.513E+00 0.469E+00 0.179E-01 0.000E+00 0.000E+00   13.80   209.95    8966.1   655.7   220.6     0.208     0.308    70.6   19531.3 0.000E+00 0.000E+00
1675  12445.5  12444.1   -149.5     77.3 0.513E+00 0.470E+00 0.179E-01 0.000E+00 0.000E+00   13.80   210.05    8970.3   655.4   220.6     0.208     0.308    70.6   19508.2 0.000E+00 0.000E+00
1676  12453.1  12451.7   -149.6     77.3 0.512E+00 0.470E+00 0.179E-01 0.000E+00 0.000E+00   13.80   210.16    8974.6   655.2   220.5     0.208     0.308    70.6   19485.2 0.000E+00 0.000E+00
1677  12460.8  12459.4   -149.7     77.4 0.512E+00 0.470E+00 0.179E-01 0.000E+00 0.000E+00   13.80   210.27    8978.8   655.0   220.5     0.208     0.308    70.7   19462.1 0.000E+00 0.000E+00
1678  12468.4  12467.0   -149.9     77.4 0.512E+00 0.470E+00 0.179E-01 0.000E+00 0.000E+00   13.80   210.37    8983.1   654.7   220.4     0.207     0.307    70.7   19439.1 0.000E+00 0.000E+00
1679  12476.0  12474.6   -150.0     77.5 0.512E+00 0.470E+00 0.179E-01 0.000E+00 0.000E+00   13.80   210.48    8987.3   654.5   220.3     0.207     0.307    70.7   19416.0 0.000E+00 0.000E+00
1680  12483.7  12482.3   -150.2     77.5 0.512E+00 0.470E+00 0.179E-01 0.000E+00 0.000E+00   13.80   210.59    8991.6   654.3   220.3     0.207     0.307    70.8   19393.0 0.000E+00 0.000E+00
1681  12491.3  12489.9   -150.3     77.5 0.512E+00 0.471E+00 0.179E-01 0.000E+00 0.000E+00   13.80   210.69    8995.8   654.0   220.2     0.207     0.307    70.8   19370.1 0.000E+00 0.000E+00
1682  12499.0  12497.6   -150.4     77.6 0.511E+00 0.471E+00 0.179E-01 0.000E+00 0.000E+00   13.80   210.80    9000.1   653.8   220.1     0.206     0.306    70.9   19347.1 0.000E+00 0.000E+00
1683  12506.6  12505.2   -150.6     77.6 0.511E+00 0.471E+00 0.179E-01 0.000E+00 0.000E+00   13.80   210.91    9004.3   653.6   220.1     0.206     0.306    70.9   19324.2 0.000E+00 0.000E+00
1684  12514.3  12512.8   -150.7     77.6 0.511E+00 0.471E+00 0.179E-01 0.000E+00 0.000E+00   13.80   211.02    9008.6   653.3   220.0     0.206     0.306    70.9   19301.2 0.000E+00 0.000E+00
1685  12521.9  12520.5   -150.9     77.7 0.511E+00 0.471E+00 0.179E-01 0.000E+00 0.000E+00   13.80   211.12    9012.8   653.1   219.9     0.206     0.305    71.0   19278.3 0.000E+00 0.000E+00
1686  12529.5  12528.1   -151.0     77.7 0.511E+00 0.471E+00 0.179E-01 0.000E+00 0.000E+00   13.80   211.23    9017.1   652.9   219.9     0.205     0.305    71.0   19255.5 0.000E+00 0.000E+00
1687  12537.2  12535.8   -151.1     77.7 0.511E+00 0.472E+00 0.179E-01 0.000E+00 0.000E+00   13.80   211.34    9021.4   652.7   219.8     0.205     0.305    71.0   19232.6 0.000E+00 0.000E+00
1688  12544.8  12543.4   -151.3     77.8 0.510E+00 0.472E+00 0.179E-01 0.000E+00 0.000E+00   13.80   211.44    9025.6   652.4   219.8     0.205     0.305    71.1   19209.8 0.000E+00 0.000E+00
1689  12552.5  12551.0   -151.4     77.8 0.510E+00 0.472E+00 0.179E-01 0.000E+00 0.000E+00   13.80   211.55    9029.9   652.2   219.7     0.205     0.304    71.1   19186.9 0.000E+00 0.000E+00
1690  12560.1  12558.7   -151.6     77.9 0.510E+00 0.472E+00 0.179E-01 0.000E+00 0.000E+00   13.80   211.66    9034.2   652.0   219.6     0.205     0.304    71.1   19164.1 0.000E+00 0.000E+00
1691  12567.7  12566.3   -151.7     77.9 0.510E+00 0.472E+00 0.178E-01 0.000E+00 0.000E+00   13.80   211.76    9038.4   651.7   219.6     0.204     0.304    71.2   19141.4 0.000E+00 0.000E+00
1692  12575.4  12574.0   -151.9     77.9 0.510E+00 0.472E+00 0.178E-01 0.000E+00 0.000E+00   13.80   211.87    9042.7   651.5   219.5     0.204     0.304    71.2   19118.6 0.000E+00 0.000E+00
1693  12583.0  12581.6   -152.0     78.0 0.510E+00 0.472E+00 0.178E-01 0.000E+00 0.000E+00   13.80   211.98    9047.0   651.3   219.4     0.204     0.303    71.3   19095.9 0.000E+00 0.000E+00
1694  12590.7  12589.2   -152.1     78.0 0.510E+00 0.473E+00 0.178E-01 0.000E+00 0.000E+00   13.80   212.09    9051.3   651.0   219.4     0.204     0.303    71.3   19073.2 0.000E+00 0.000E+00
1695  12598.3  12596.9   -152.3     78.0 0.509E+00 0.473E+00 0.178E-01 0.000E+00 0.000E+00   13.80   212.19    9055.6   650.8   219.3     0.203     0.303    71.3   19050.5 0.000E+00 0.000E+00
1696  12605.9  12604.5   -152.4     78.1 0.509E+00 0.473E+00 0.178E-01 0.000E+00 0.000E+00   13.80   212.30    9059.8   650.6   219.2     0.203     0.302    71.4   19027.8 0.000E+00 0.000E+00
1697  12613.6  12612.2   -152.6     78.1 0.509E+00 0.473E+00 0.178E-01 0.000E+00 0.000E+00   13.80   212.41    9064.1   650.4   219.2     0.203     0.302    71.4   19005.1 0.000E+00 0.000E+00
1698  12621.2  12619.8   -152.7     78.1 0.509E+00 0.473E+00 0.178E-01 0.000E+00 0.000E+00   13.80   212.52    9068.4   650.1   219.1     0.203     0.302    71.4   18982.5 0.000E+00 0.000E+00
1699  12628.9  12627.4   -152.8     78.2 0.509E+00 0.473E+00 0.178E-01 0.000E+00 0.000E+00   13.80   212.62    9072.7   649.9   219.0     0.202     0.302    71.5   18959.9 0.000E+00 0.000E+00
1700  12636.5  12635.1   -153.0     78.2 0.509E+00 0.474E+00 0.178E-01 0.000E+00 0.000E+00   13.80   212.73    9077.0   649.7   219.0     0.202     0.301    71.5   18937.3 0.000E+00 0.000E+00
1701  12644.2  12642.7   -153.1     78.2 0.508E+00 0.474E+00 0.178E-01 0.000E+00 0.000E+00   13.80   212.84    9081.3   649.4   218.9     0.202     0.301    71.5   18914.7 0.000E+00 0.000E+00
1702  12651.8  12650.4   -153.3     78.3 0.508E+00 0.474E+00 0.178E-01 0.000E+00 0.000E+00   13.80   212.95    9085.6   649.2   218.9     0.202     0.301    71.6   18892.1 0.000E+00 0.000E+00
1703  12659.4  12658.0   -153.4     78.3 0.508E+00 0.474E+00 0.178E-01 0.000E+00 0.000E+00   13.80   213.05    9089.9   649.0   218.8     0.202     0.301    71.6   18869.6 0.000E+00 0.000E+00
