
Output from Plumeria 2, fortran version, run date 2022.02.09  16:43

Input values:
      Using multilayered atmosphere from file metfile.txt                                                                     
                           Vent diameter (m):   349.0
                          Vent elevation (m):   144.0
                      Initial velocity (m/s):   219.8
                       Magma temperature (C):    900.
                         Weight fraction gas:   0.030
                         Weight fraction air:   0.001
               Magma specific heat, (J/kg K):  1000.0
                      Magma density, (kg/m3):  2500.0
                     Mixture density (kg/m3):   5.948
                   Mass fraction water added:   0.000
                           Mass flux, (kg/s):  0.125E+09
                 Mass flux of solids, (kg/s):  0.121E+09
                   Mixture sound speed (m/s):   144.0
**********************************************************************************************************************************************************************************************
   i        s        z        x        y       m_m       m_a       m_w       m_l       m_i      v       u          r   T_mix   T_air   rho_mix   rho_air    Time     p_air     water       ice
       meters   meters   meters   meters                                                      m/s     m/s          m  Kelvin  Kelvin     kg/m3     kg/m3 seconds        Pa      g/m3      g/m3
 383   2833.3   2832.2    -61.3     29.8 0.345E+00 0.637E+00 0.180E-01 0.000E+00 0.000E+00    7.96   113.18    1254.2   590.7   284.6     0.627     0.867    21.7   70803.6 0.000E+00 0.000E+00
 384   2840.9   2839.8    -61.6     29.9 0.345E+00 0.637E+00 0.179E-01 0.000E+00 0.000E+00    7.96   113.20    1255.9   590.0   284.6     0.627     0.866    21.7   70738.7 0.000E+00 0.000E+00
 385   2848.6   2847.5    -61.8     30.1 0.344E+00 0.638E+00 0.179E-01 0.000E+00 0.000E+00    7.96   113.22    1257.6   589.3   284.6     0.626     0.865    21.8   70673.8 0.000E+00 0.000E+00
 386   2856.2   2855.1    -62.1     30.3 0.343E+00 0.639E+00 0.179E-01 0.000E+00 0.000E+00    7.97   113.23    1259.3   588.6   284.5     0.626     0.865    21.9   70608.9 0.000E+00 0.000E+00
 387   2863.9   2862.8    -62.4     30.5 0.342E+00 0.640E+00 0.179E-01 0.000E+00 0.000E+00    7.97   113.25    1261.0   587.9   284.5     0.626     0.864    21.9   70544.1 0.000E+00 0.000E+00
 388   2871.5   2870.4    -62.7     30.6 0.342E+00 0.640E+00 0.178E-01 0.000E+00 0.000E+00    7.97   113.26    1262.7   587.2   284.4     0.625     0.863    22.0   70479.4 0.000E+00 0.000E+00
 389   2879.2   2878.0    -62.9     30.8 0.341E+00 0.641E+00 0.178E-01 0.000E+00 0.000E+00    7.97   113.28    1264.4   586.5   284.4     0.625     0.863    22.1   70414.7 0.000E+00 0.000E+00
 390   2886.8   2885.7    -63.2     31.0 0.340E+00 0.642E+00 0.178E-01 0.000E+00 0.000E+00    7.98   113.30    1266.1   585.8   284.4     0.624     0.862    22.1   70350.1 0.000E+00 0.000E+00
 391   2894.5   2893.3    -63.5     31.2 0.340E+00 0.643E+00 0.178E-01 0.000E+00 0.000E+00    7.98   113.31    1267.8   585.1   284.3     0.624     0.861    22.2   70285.5 0.000E+00 0.000E+00
 392   2902.1   2901.0    -63.8     31.3 0.339E+00 0.643E+00 0.178E-01 0.000E+00 0.000E+00    7.98   113.33    1269.5   584.4   284.3     0.623     0.861    22.3   70221.0 0.000E+00 0.000E+00
 393   2909.8   2908.6    -64.1     31.5 0.338E+00 0.644E+00 0.177E-01 0.000E+00 0.000E+00    7.99   113.35    1271.2   583.7   284.3     0.623     0.860    22.3   70156.5 0.000E+00 0.000E+00
 394   2917.4   2916.2    -64.3     31.7 0.337E+00 0.645E+00 0.177E-01 0.000E+00 0.000E+00    7.99   113.37    1272.9   583.0   284.2     0.622     0.859    22.4   70092.0 0.000E+00 0.000E+00
 395   2925.0   2923.9    -64.6     31.9 0.337E+00 0.646E+00 0.177E-01 0.000E+00 0.000E+00    7.99   113.38    1274.6   582.3   284.2     0.622     0.859    22.5   70027.7 0.000E+00 0.000E+00
 396   2932.7   2931.5    -64.9     32.0 0.336E+00 0.646E+00 0.177E-01 0.000E+00 0.000E+00    7.99   113.40    1276.3   581.6   284.1     0.621     0.858    22.5   69963.3 0.000E+00 0.000E+00
 397   2940.3   2939.2    -65.2     32.2 0.335E+00 0.647E+00 0.176E-01 0.000E+00 0.000E+00    8.00   113.42    1278.0   580.9   284.1     0.621     0.857    22.6   69899.1 0.000E+00 0.000E+00
 398   2948.0   2946.8    -65.5     32.4 0.335E+00 0.648E+00 0.176E-01 0.000E+00 0.000E+00    8.00   113.44    1279.7   580.2   284.1     0.620     0.857    22.7   69834.8 0.000E+00 0.000E+00
 399   2955.6   2954.4    -65.7     32.6 0.334E+00 0.648E+00 0.176E-01 0.000E+00 0.000E+00    8.00   113.46    1281.4   579.5   284.0     0.620     0.856    22.7   69770.6 0.000E+00 0.000E+00
 400   2963.3   2962.1    -66.0     32.7 0.333E+00 0.649E+00 0.176E-01 0.000E+00 0.000E+00    8.01   113.48    1283.1   578.8   284.0     0.619     0.855    22.8   69706.5 0.000E+00 0.000E+00
 401   2970.9   2969.7    -66.3     32.9 0.333E+00 0.650E+00 0.175E-01 0.000E+00 0.000E+00    8.02   113.49    1284.8   578.2   284.0     0.619     0.855    22.9   69642.4 0.000E+00 0.000E+00
 402   2978.6   2977.4    -66.6     33.1 0.332E+00 0.651E+00 0.175E-01 0.000E+00 0.000E+00    8.03   113.51    1286.4   577.5   283.9     0.619     0.854    22.9   69578.4 0.000E+00 0.000E+00
 403   2986.2   2985.0    -66.9     33.3 0.331E+00 0.651E+00 0.175E-01 0.000E+00 0.000E+00    8.04   113.53    1288.1   576.8   283.9     0.618     0.853    23.0   69514.4 0.000E+00 0.000E+00
 404   2993.9   2992.6    -67.1     33.5 0.331E+00 0.652E+00 0.175E-01 0.000E+00 0.000E+00    8.05   113.55    1289.8   576.1   283.8     0.618     0.853    23.1   69450.5 0.000E+00 0.000E+00
 405   3001.5   3000.3    -67.4     33.6 0.330E+00 0.653E+00 0.175E-01 0.000E+00 0.000E+00    8.06   113.57    1291.5   575.5   283.8     0.617     0.852    23.1   69386.6 0.000E+00 0.000E+00
 406   3009.2   3007.9    -67.7     33.8 0.329E+00 0.653E+00 0.174E-01 0.000E+00 0.000E+00    8.07   113.59    1293.2   574.8   283.8     0.617     0.851    23.2   69322.8 0.000E+00 0.000E+00
 407   3016.8   3015.6    -68.0     34.0 0.329E+00 0.654E+00 0.174E-01 0.000E+00 0.000E+00    8.08   113.61    1294.8   574.1   283.7     0.616     0.851    23.3   69259.0 0.000E+00 0.000E+00
 408   3024.5   3023.2    -68.3     34.2 0.328E+00 0.655E+00 0.174E-01 0.000E+00 0.000E+00    8.09   113.63    1296.5   573.5   283.7     0.616     0.850    23.3   69195.3 0.000E+00 0.000E+00
 409   3032.1   3030.8    -68.5     34.4 0.327E+00 0.655E+00 0.174E-01 0.000E+00 0.000E+00    8.10   113.65    1298.2   572.8   283.7     0.615     0.849    23.4   69131.6 0.000E+00 0.000E+00
 410   3039.8   3038.5    -68.8     34.5 0.327E+00 0.656E+00 0.173E-01 0.000E+00 0.000E+00    8.11   113.67    1299.9   572.1   283.6     0.615     0.849    23.5   69068.0 0.000E+00 0.000E+00
 411   3047.4   3046.1    -69.1     34.7 0.326E+00 0.657E+00 0.173E-01 0.000E+00 0.000E+00    8.12   113.69    1301.5   571.5   283.6     0.615     0.848    23.5   69004.4 0.000E+00 0.000E+00
 412   3055.1   3053.8    -69.4     34.9 0.325E+00 0.657E+00 0.173E-01 0.000E+00 0.000E+00    8.13   113.71    1303.2   570.8   283.5     0.614     0.847    23.6   68940.9 0.000E+00 0.000E+00
 413   3062.7   3061.4    -69.7     35.1 0.325E+00 0.658E+00 0.173E-01 0.000E+00 0.000E+00    8.14   113.73    1304.9   570.1   283.5     0.614     0.847    23.7   68877.4 0.000E+00 0.000E+00
 414   3070.3   3069.0    -70.0     35.3 0.324E+00 0.659E+00 0.173E-01 0.000E+00 0.000E+00    8.15   113.75    1306.6   569.5   283.5     0.613     0.846    23.7   68814.0 0.000E+00 0.000E+00
 415   3078.0   3076.7    -70.2     35.4 0.323E+00 0.659E+00 0.172E-01 0.000E+00 0.000E+00    8.16   113.77    1308.2   568.8   283.4     0.613     0.845    23.8   68750.6 0.000E+00 0.000E+00
 416   3085.6   3084.3    -70.5     35.6 0.323E+00 0.660E+00 0.172E-01 0.000E+00 0.000E+00    8.17   113.79    1309.9   568.2   283.4     0.612     0.845    23.9   68687.3 0.000E+00 0.000E+00
 417   3093.3   3092.0    -70.8     35.8 0.322E+00 0.661E+00 0.172E-01 0.000E+00 0.000E+00    8.18   113.81    1311.6   567.5   283.4     0.612     0.844    23.9   68624.0 0.000E+00 0.000E+00
 418   3100.9   3099.6    -71.1     36.0 0.321E+00 0.662E+00 0.172E-01 0.000E+00 0.000E+00    8.19   113.83    1313.2   566.9   283.3     0.612     0.843    24.0   68560.8 0.000E+00 0.000E+00
 419   3108.6   3107.2    -71.4     36.2 0.321E+00 0.662E+00 0.171E-01 0.000E+00 0.000E+00    8.20   113.85    1314.9   566.2   283.3     0.611     0.843    24.1   68497.7 0.000E+00 0.000E+00
 420   3116.2   3114.9    -71.7     36.4 0.320E+00 0.663E+00 0.171E-01 0.000E+00 0.000E+00    8.21   113.87    1316.6   565.6   283.3     0.611     0.842    24.2   68434.5 0.000E+00 0.000E+00
 421   3123.9   3122.5    -71.9     36.6 0.319E+00 0.664E+00 0.171E-01 0.000E+00 0.000E+00    8.22   113.89    1318.2   564.9   283.2     0.610     0.841    24.2   68371.5 0.000E+00 0.000E+00
 422   3131.5   3130.2    -72.2     36.7 0.319E+00 0.664E+00 0.171E-01 0.000E+00 0.000E+00    8.23   113.91    1319.9   564.3   283.2     0.610     0.841    24.3   68308.4 0.000E+00 0.000E+00
 423   3139.2   3137.8    -72.5     36.9 0.318E+00 0.665E+00 0.171E-01 0.000E+00 0.000E+00    8.24   113.93    1321.6   563.7   283.1     0.609     0.840    24.4   68245.5 0.000E+00 0.000E+00
 424   3146.8   3145.4    -72.8     37.1 0.317E+00 0.665E+00 0.170E-01 0.000E+00 0.000E+00    8.25   113.95    1323.2   563.0   283.1     0.609     0.839    24.4   68182.5 0.000E+00 0.000E+00
 425   3154.5   3153.1    -73.1     37.3 0.317E+00 0.666E+00 0.170E-01 0.000E+00 0.000E+00    8.26   113.97    1324.9   562.4   283.1     0.609     0.839    24.5   68119.7 0.000E+00 0.000E+00
 426   3162.1   3160.7    -73.4     37.5 0.316E+00 0.667E+00 0.170E-01 0.000E+00 0.000E+00    8.27   114.00    1326.5   561.8   283.0     0.608     0.838    24.6   68056.8 0.000E+00 0.000E+00
 427   3169.8   3168.4    -73.7     37.7 0.316E+00 0.667E+00 0.170E-01 0.000E+00 0.000E+00    8.28   114.02    1328.2   561.1   283.0     0.608     0.837    24.6   67994.1 0.000E+00 0.000E+00
 428   3177.4   3176.0    -73.9     37.9 0.315E+00 0.668E+00 0.169E-01 0.000E+00 0.000E+00    8.29   114.04    1329.9   560.5   283.0     0.607     0.837    24.7   67931.3 0.000E+00 0.000E+00
 429   3185.1   3183.6    -74.2     38.0 0.314E+00 0.669E+00 0.169E-01 0.000E+00 0.000E+00    8.30   114.06    1331.5   559.9   282.9     0.607     0.836    24.8   67868.7 0.000E+00 0.000E+00
 430   3192.7   3191.3    -74.5     38.2 0.314E+00 0.669E+00 0.169E-01 0.000E+00 0.000E+00    8.30   114.08    1333.2   559.2   282.9     0.606     0.835    24.8   67806.0 0.000E+00 0.000E+00
 431   3200.0   3198.6    -74.8     38.4 0.313E+00 0.670E+00 0.169E-01 0.000E+00 0.000E+00    8.31   114.10    1334.8   558.6   282.8     0.606     0.835    24.9   67746.4 0.000E+00 0.000E+00
 432   3207.4   3205.9    -75.1     38.6 0.312E+00 0.671E+00 0.169E-01 0.000E+00 0.000E+00    8.32   114.12    1336.3   558.0   282.8     0.606     0.834    24.9   67686.2 0.000E+00 0.000E+00
 433   3214.8   3213.3    -75.3     38.8 0.312E+00 0.671E+00 0.168E-01 0.000E+00 0.000E+00    8.33   114.14    1338.0   557.4   282.8     0.605     0.833    25.0   67625.6 0.000E+00 0.000E+00
 434   3222.2   3220.8    -75.6     39.0 0.311E+00 0.672E+00 0.168E-01 0.000E+00 0.000E+00    8.34   114.16    1339.6   556.8   282.7     0.605     0.833    25.1   67564.6 0.000E+00 0.000E+00
 435   3229.7   3228.3    -75.9     39.2 0.311E+00 0.673E+00 0.168E-01 0.000E+00 0.000E+00    8.35   114.18    1341.2   556.2   282.7     0.604     0.832    25.1   67503.4 0.000E+00 0.000E+00
 436   3237.3   3235.8    -76.2     39.3 0.310E+00 0.673E+00 0.168E-01 0.000E+00 0.000E+00    8.36   114.20    1342.8   555.6   282.7     0.604     0.831    25.2   67442.1 0.000E+00 0.000E+00
 437   3244.8   3243.4    -76.5     39.5 0.309E+00 0.674E+00 0.168E-01 0.000E+00 0.000E+00    8.37   114.23    1344.5   555.0   282.6     0.604     0.831    25.3   67380.5 0.000E+00 0.000E+00
 438   3252.4   3250.9    -76.7     39.7 0.309E+00 0.674E+00 0.167E-01 0.000E+00 0.000E+00    8.38   114.25    1346.1   554.4   282.6     0.603     0.830    25.3   67318.9 0.000E+00 0.000E+00
 439   3260.0   3258.5    -77.0     39.9 0.308E+00 0.675E+00 0.167E-01 0.000E+00 0.000E+00    8.39   114.27    1347.7   553.8   282.6     0.603     0.829    25.4   67257.2 0.000E+00 0.000E+00
 440   3267.6   3266.1    -77.3     40.1 0.308E+00 0.676E+00 0.167E-01 0.000E+00 0.000E+00    8.40   114.29    1349.4   553.2   282.5     0.602     0.829    25.5   67195.5 0.000E+00 0.000E+00
 441   3275.2   3273.7    -77.6     40.3 0.307E+00 0.676E+00 0.167E-01 0.000E+00 0.000E+00    8.41   114.31    1351.0   552.6   282.5     0.602     0.828    25.5   67133.7 0.000E+00 0.000E+00
 442   3282.8   3281.3    -77.9     40.5 0.306E+00 0.677E+00 0.167E-01 0.000E+00 0.000E+00    8.42   114.33    1352.7   552.0   282.4     0.602     0.827    25.6   67071.9 0.000E+00 0.000E+00
 443   3290.4   3288.9    -78.2     40.7 0.306E+00 0.677E+00 0.166E-01 0.000E+00 0.000E+00    8.43   114.36    1354.3   551.4   282.4     0.601     0.827    25.7   67010.1 0.000E+00 0.000E+00
 444   3298.1   3296.5    -78.5     40.9 0.305E+00 0.678E+00 0.166E-01 0.000E+00 0.000E+00    8.44   114.38    1355.9   550.8   282.4     0.601     0.826    25.7   66948.3 0.000E+00 0.000E+00
 445   3305.7   3304.2    -78.8     41.1 0.305E+00 0.679E+00 0.166E-01 0.000E+00 0.000E+00    8.45   114.40    1357.6   550.1   282.3     0.601     0.826    25.8   66886.6 0.000E+00 0.000E+00
 446   3313.3   3311.8    -79.0     41.2 0.304E+00 0.679E+00 0.166E-01 0.000E+00 0.000E+00    8.46   114.42    1359.2   549.5   282.3     0.600     0.825    25.9   66824.8 0.000E+00 0.000E+00
 447   3321.0   3319.4    -79.3     41.4 0.303E+00 0.680E+00 0.166E-01 0.000E+00 0.000E+00    8.47   114.44    1360.9   548.9   282.3     0.600     0.824    25.9   66763.1 0.000E+00 0.000E+00
 448   3328.6   3327.0    -79.6     41.6 0.303E+00 0.681E+00 0.165E-01 0.000E+00 0.000E+00    8.48   114.47    1362.5   548.4   282.2     0.599     0.824    26.0   66701.4 0.000E+00 0.000E+00
 449   3336.2   3334.7    -79.9     41.8 0.302E+00 0.681E+00 0.165E-01 0.000E+00 0.000E+00    8.49   114.49    1364.2   547.8   282.2     0.599     0.823    26.1   66639.8 0.000E+00 0.000E+00
 450   3343.9   3342.3    -80.2     42.0 0.302E+00 0.682E+00 0.165E-01 0.000E+00 0.000E+00    8.50   114.51    1365.8   547.2   282.1     0.599     0.822    26.1   66578.2 0.000E+00 0.000E+00
 451   3351.5   3349.9    -80.5     42.2 0.301E+00 0.682E+00 0.165E-01 0.000E+00 0.000E+00    8.51   114.53    1367.5   546.6   282.1     0.598     0.822    26.2   66516.6 0.000E+00 0.000E+00
 452   3359.2   3357.6    -80.8     42.4 0.301E+00 0.683E+00 0.165E-01 0.000E+00 0.000E+00    8.52   114.55    1369.1   546.0   282.1     0.598     0.821    26.3   66455.1 0.000E+00 0.000E+00
 453   3366.8   3365.2    -81.1     42.6 0.300E+00 0.684E+00 0.164E-01 0.000E+00 0.000E+00    8.53   114.58    1370.7   545.4   282.0     0.597     0.820    26.3   66393.6 0.000E+00 0.000E+00
 454   3374.5   3372.9    -81.4     42.8 0.299E+00 0.684E+00 0.164E-01 0.000E+00 0.000E+00    8.54   114.60    1372.4   544.8   282.0     0.597     0.820    26.4   66332.1 0.000E+00 0.000E+00
 455   3382.1   3380.5    -81.7     43.0 0.299E+00 0.685E+00 0.164E-01 0.000E+00 0.000E+00    8.55   114.62    1374.0   544.2   282.0     0.597     0.819    26.5   66270.7 0.000E+00 0.000E+00
 456   3389.8   3388.1    -81.9     43.2 0.298E+00 0.685E+00 0.164E-01 0.000E+00 0.000E+00    8.56   114.64    1375.7   543.6   281.9     0.596     0.818    26.5   66209.4 0.000E+00 0.000E+00
 457   3397.4   3395.8    -82.2     43.4 0.298E+00 0.686E+00 0.164E-01 0.000E+00 0.000E+00    8.57   114.66    1377.3   543.0   281.9     0.596     0.818    26.6   66148.1 0.000E+00 0.000E+00
 458   3405.1   3403.4    -82.5     43.6 0.297E+00 0.687E+00 0.163E-01 0.000E+00 0.000E+00    8.58   114.69    1379.0   542.5   281.8     0.595     0.817    26.7   66086.8 0.000E+00 0.000E+00
 459   3412.7   3411.1    -82.8     43.8 0.296E+00 0.687E+00 0.163E-01 0.000E+00 0.000E+00    8.59   114.71    1380.6   541.9   281.8     0.595     0.816    26.7   66025.6 0.000E+00 0.000E+00
 460   3420.4   3418.7    -83.1     44.0 0.296E+00 0.688E+00 0.163E-01 0.000E+00 0.000E+00    8.60   114.73    1382.3   541.3   281.8     0.595     0.816    26.8   65964.5 0.000E+00 0.000E+00
 461   3428.0   3426.3    -83.4     44.2 0.295E+00 0.688E+00 0.163E-01 0.000E+00 0.000E+00    8.61   114.75    1383.9   540.7   281.7     0.594     0.815    26.9   65903.4 0.000E+00 0.000E+00
 462   3435.6   3434.0    -83.7     44.4 0.295E+00 0.689E+00 0.163E-01 0.000E+00 0.000E+00    8.62   114.77    1385.5   540.1   281.7     0.594     0.814    26.9   65842.3 0.000E+00 0.000E+00
 463   3443.3   3441.6    -84.0     44.6 0.294E+00 0.690E+00 0.162E-01 0.000E+00 0.000E+00    8.63   114.80    1387.2   539.6   281.7     0.594     0.814    27.0   65781.3 0.000E+00 0.000E+00
 464   3450.9   3449.3    -84.3     44.8 0.294E+00 0.690E+00 0.162E-01 0.000E+00 0.000E+00    8.64   114.82    1388.8   539.0   281.6     0.593     0.813    27.1   65720.3 0.000E+00 0.000E+00
 465   3458.6   3456.9    -84.6     45.0 0.293E+00 0.691E+00 0.162E-01 0.000E+00 0.000E+00    8.65   114.84    1390.5   538.4   281.6     0.593     0.813    27.1   65659.4 0.000E+00 0.000E+00
 466   3466.2   3464.5    -84.9     45.2 0.293E+00 0.691E+00 0.162E-01 0.000E+00 0.000E+00    8.66   114.86    1392.1   537.8   281.5     0.592     0.812    27.2   65598.5 0.000E+00 0.000E+00
 467   3473.9   3472.2    -85.2     45.4 0.292E+00 0.692E+00 0.162E-01 0.000E+00 0.000E+00    8.67   114.89    1393.7   537.3   281.5     0.592     0.811    27.3   65537.7 0.000E+00 0.000E+00
 468   3481.5   3479.8    -85.5     45.6 0.291E+00 0.692E+00 0.161E-01 0.000E+00 0.000E+00    8.68   114.91    1395.4   536.7   281.5     0.592     0.811    27.3   65476.9 0.000E+00 0.000E+00
 469   3489.2   3487.5    -85.8     45.8 0.291E+00 0.693E+00 0.161E-01 0.000E+00 0.000E+00    8.69   114.93    1397.0   536.1   281.4     0.591     0.810    27.4   65416.2 0.000E+00 0.000E+00
 470   3496.8   3495.1    -86.0     46.0 0.290E+00 0.694E+00 0.161E-01 0.000E+00 0.000E+00    8.70   114.95    1398.7   535.6   281.4     0.591     0.809    27.5   65355.5 0.000E+00 0.000E+00
 471   3504.5   3502.7    -86.3     46.2 0.290E+00 0.694E+00 0.161E-01 0.000E+00 0.000E+00    8.71   114.97    1400.3   535.0   281.4     0.591     0.809    27.5   65294.9 0.000E+00 0.000E+00
 472   3512.1   3510.4    -86.6     46.4 0.289E+00 0.695E+00 0.161E-01 0.000E+00 0.000E+00    8.73   115.00    1402.0   534.5   281.3     0.590     0.808    27.6   65234.3 0.000E+00 0.000E+00
 473   3519.8   3518.0    -86.9     46.6 0.289E+00 0.695E+00 0.161E-01 0.000E+00 0.000E+00    8.74   115.02    1403.6   533.9   281.3     0.590     0.807    27.7   65173.7 0.000E+00 0.000E+00
 474   3527.4   3525.7    -87.2     46.8 0.288E+00 0.696E+00 0.160E-01 0.000E+00 0.000E+00    8.75   115.04    1405.2   533.3   281.2     0.589     0.807    27.7   65113.3 0.000E+00 0.000E+00
 475   3535.1   3533.3    -87.5     47.0 0.288E+00 0.696E+00 0.160E-01 0.000E+00 0.000E+00    8.76   115.06    1406.9   532.8   281.2     0.589     0.806    27.8   65052.8 0.000E+00 0.000E+00
 476   3542.7   3540.9    -87.8     47.2 0.287E+00 0.697E+00 0.160E-01 0.000E+00 0.000E+00    8.77   115.09    1408.5   532.2   281.2     0.589     0.805    27.9   64992.4 0.000E+00 0.000E+00
 477   3550.4   3548.6    -88.1     47.4 0.286E+00 0.698E+00 0.160E-01 0.000E+00 0.000E+00    8.78   115.11    1410.2   531.7   281.1     0.588     0.805    27.9   64932.1 0.000E+00 0.000E+00
 478   3558.0   3556.2    -88.4     47.6 0.286E+00 0.698E+00 0.160E-01 0.000E+00 0.000E+00    8.79   115.13    1411.8   531.1   281.1     0.588     0.804    28.0   64871.8 0.000E+00 0.000E+00
 479   3565.7   3563.9    -88.7     47.8 0.285E+00 0.699E+00 0.159E-01 0.000E+00 0.000E+00    8.80   115.15    1413.4   530.6   281.1     0.588     0.804    28.1   64811.5 0.000E+00 0.000E+00
 480   3573.3   3571.5    -89.0     48.0 0.285E+00 0.699E+00 0.159E-01 0.000E+00 0.000E+00    8.80   115.17    1415.1   530.0   281.0     0.587     0.803    28.1   64751.3 0.000E+00 0.000E+00
 481   3581.0   3579.1    -89.3     48.2 0.284E+00 0.700E+00 0.159E-01 0.000E+00 0.000E+00    8.80   115.20    1416.7   529.5   281.0     0.587     0.802    28.2   64691.2 0.000E+00 0.000E+00
 482   3588.6   3586.8    -89.6     48.4 0.284E+00 0.700E+00 0.159E-01 0.000E+00 0.000E+00    8.80   115.22    1418.4   528.9   280.9     0.587     0.802    28.3   64631.1 0.000E+00 0.000E+00
 483   3596.3   3594.4    -89.9     48.6 0.283E+00 0.701E+00 0.159E-01 0.000E+00 0.000E+00    8.80   115.24    1420.0   528.4   280.9     0.586     0.801    28.3   64571.0 0.000E+00 0.000E+00
 484   3603.9   3602.1    -90.2     48.8 0.283E+00 0.701E+00 0.158E-01 0.000E+00 0.000E+00    8.81   115.26    1421.6   527.8   280.9     0.586     0.800    28.4   64511.0 0.000E+00 0.000E+00
 485   3611.6   3609.7    -90.5     49.0 0.282E+00 0.702E+00 0.158E-01 0.000E+00 0.000E+00    8.81   115.29    1423.3   527.3   280.8     0.585     0.800    28.5   64451.1 0.000E+00 0.000E+00
 486   3619.2   3617.3    -90.8     49.2 0.282E+00 0.703E+00 0.158E-01 0.000E+00 0.000E+00    8.81   115.31    1424.9   526.7   280.8     0.585     0.799    28.5   64391.1 0.000E+00 0.000E+00
 487   3626.9   3625.0    -91.1     49.4 0.281E+00 0.703E+00 0.158E-01 0.000E+00 0.000E+00    8.81   115.33    1426.5   526.2   280.8     0.585     0.798    28.6   64331.3 0.000E+00 0.000E+00
 488   3634.5   3632.6    -91.4     49.6 0.281E+00 0.704E+00 0.158E-01 0.000E+00 0.000E+00    8.81   115.35    1428.2   525.7   280.7     0.584     0.798    28.7   64271.5 0.000E+00 0.000E+00
 489   3642.2   3640.3    -91.7     49.8 0.280E+00 0.704E+00 0.158E-01 0.000E+00 0.000E+00    8.81   115.37    1429.8   525.1   280.7     0.584     0.797    28.7   64211.7 0.000E+00 0.000E+00
 490   3649.8   3647.9    -92.0     50.0 0.280E+00 0.705E+00 0.157E-01 0.000E+00 0.000E+00    8.81   115.40    1431.4   524.6   280.6     0.584     0.797    28.8   64152.0 0.000E+00 0.000E+00
 491   3657.5   3655.5    -92.3     50.2 0.279E+00 0.705E+00 0.157E-01 0.000E+00 0.000E+00    8.81   115.42    1433.1   524.1   280.6     0.583     0.796    28.9   64092.3 0.000E+00 0.000E+00
 492   3665.1   3663.2    -92.6     50.5 0.278E+00 0.706E+00 0.157E-01 0.000E+00 0.000E+00    8.81   115.44    1434.7   523.5   280.6     0.583     0.795    28.9   64032.7 0.000E+00 0.000E+00
 493   3672.8   3670.8    -92.9     50.7 0.278E+00 0.706E+00 0.157E-01 0.000E+00 0.000E+00    8.82   115.47    1436.3   523.0   280.5     0.583     0.795    29.0   63973.1 0.000E+00 0.000E+00
